lfht1	incore multi6	uk	10	0	2.524957	3.600176	0.000000	0.000000	0.000000
lfht1	incore multi6	uk	10	0	2.458076	3.505075	0.000000	0.000000	0.000000
lfht1	incore multi6	uk	10	0	2.538319	3.565626	0.000000	0.000000	0.000000
lfht1	incore multi6	uk	10	0	2.543772	3.570345	0.000000	0.000000	0.000000
lfht1	incore multi6	uk	10	0	2.514647	3.549533	0.000000	0.000000	0.000000
lfht1	incore multi7	uk	10	0	2.189976	3.288678	0.000000	0.000000	0.000000
lfht1	incore multi7	uk	10	0	2.195536	3.289757	0.000000	0.000000	0.000000
lfht1	incore multi7	uk	10	0	2.214481	3.282593	0.000000	0.000000	0.000000
lfht1	incore multi7	uk	10	0	2.183071	3.353584	0.000000	0.000000	0.000000
lfht1	incore multi7	uk	10	0	2.197132	3.347218	0.000000	0.000000	0.000000
lfht1	incore multi8	uk	10	0	1.991987	3.262605	0.000000	0.000000	0.000000
lfht1	incore multi8	uk	10	0	1.953060	3.189462	0.000000	0.000000	0.000000
lfht1	incore multi8	uk	10	0	1.978157	3.273652	0.000000	0.000000	0.000000
lfht1	incore multi8	uk	10	0	1.954540	3.265481	0.000000	0.000000	0.000000
lfht1	incore multi8	uk	10	0	1.942760	3.358750	0.000000	0.000000	0.000000
lfht1	incore multi3	friendster	10	0	4.633047	5.338452	0.000000	0.000000	0.000000
lfht1	incore multi3	friendster	10	0	4.606193	5.333523	0.000000	0.000000	0.000000
lfht1	incore multi3	friendster	10	0	4.605837	5.336922	0.000000	0.000000	0.000000
lfht1	incore multi3	friendster	10	0	4.530989	5.284275	0.000000	0.000000	0.000000
lfht1	incore multi3	friendster	10	0	4.609112	5.317582	0.000000	0.000000	0.000000
lfht1	incore multi4	friendster	10	0	3.514777	4.279110	0.000000	0.000000	0.000000
lfht1	incore multi4	friendster	10	0	3.500789	4.362262	0.000000	0.000000	0.000000
lfht1	incore multi4	friendster	10	0	3.538543	4.288479	0.000000	0.000000	0.000000
lfht1	incore multi4	friendster	10	0	3.472149	4.244252	0.000000	0.000000	0.000000
lfht1	incore multi4	friendster	10	0	3.478479	4.306453	0.000000	0.000000	0.000000
lfht1	incore multi5	friendster	10	0	4.253044	5.061134	0.000000	0.000000	0.000000
lfht1	incore multi5	friendster	10	0	4.257042	5.074307	0.000000	0.000000	0.000000
lfht1	incore multi5	friendster	10	0	4.258763	5.073157	0.000000	0.000000	0.000000
lfht1	incore multi5	friendster	10	0	4.268152	5.072990	0.000000	0.000000	0.000000
lfht1	incore multi5	friendster	10	0	4.238291	5.064136	0.000000	0.000000	0.000000
lfht1	incore multi6	friendster	10	0	2.498827	3.373494	0.000000	0.000000	0.000000
lfht1	incore multi6	friendster	10	0	2.518119	3.367552	0.000000	0.000000	0.000000
lfht1	incore multi6	friendster	10	0	2.486670	3.365839	0.000000	0.000000	0.000000
lfht1	incore multi6	friendster	10	0	2.510671	3.384727	0.000000	0.000000	0.000000
lfht1	incore multi6	friendster	10	0	2.516970	3.390339	0.000000	0.000000	0.000000
lfht1	incore multi7	friendster	10	0	2.127802	3.173952	0.000000	0.000000	0.000000
lfht1	incore multi7	friendster	10	0	2.200266	3.142613	0.000000	0.000000	0.000000
lfht1	incore multi7	friendster	10	0	2.190588	3.180094	0.000000	0.000000	0.000000
lfht1	incore multi7	friendster	10	0	2.187966	3.190622	0.000000	0.000000	0.000000
lfht1	incore multi7	friendster	10	0	2.189177	3.191694	0.000000	0.000000	0.000000
lfht1	incore multi8	friendster	10	0	1.904009	3.150210	0.000000	0.000000	0.000000
lfht1	incore multi8	friendster	10	0	1.876443	3.121922	0.000000	0.000000	0.000000
lfht1	incore multi8	friendster	10	0	1.911044	3.145787	0.000000	0.000000	0.000000
lfht1	incore multi8	friendster	10	0	1.890548	3.132227	0.000000	0.000000	0.000000
lfht1	incore multi8	friendster	10	0	1.867983	3.128896	0.000000	0.000000	0.000000
